Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance,Increment,FutureSalary,P_leave,P_stay,LikelyToStay,ExpectedLoss,LeaveRiskBin
35,0,2,1219,2,18,3,3,1,975,3,0,86,3,2,7,3,1,4601,6179,1,0,0,16,3,2,80,0,5,3,3,5,2,1,0,3,1.08,4969.08,0.02375053837136951,0.9762494616286305,True,118.0183252104048,Very Low
52,0,2,1053,1,1,2,1,1,976,4,1,70,3,4,3,4,1,17099,13829,2,0,0,15,3,2,80,1,26,2,2,9,8,7,8,3,1.08,18466.920000000002,0.028847129419807088,0.971152870580193,True,532.717631225224,Very Low
58,1,2,289,1,2,3,5,1,977,4,1,51,3,1,6,3,2,2479,26227,4,0,0,24,4,1,80,0,7,4,3,1,0,0,0,4,1.1,2726.9,0.1355516614974635,0.8644483385025366,True,369.63582573743327,Very Low
53,0,2,1376,2,2,2,3,1,981,3,1,45,3,4,3,3,0,14852,13938,6,0,0,13,3,3,80,1,22,3,4,17,13,15,2,3,1.08,16040.160000000002,0.11057806524667486,0.8894219347533251,True,1773.6898590471044,Very Low
30,0,2,231,2,8,2,4,1,982,3,1,62,3,3,7,3,0,7264,9977,5,0,0,11,3,1,80,1,10,2,4,8,4,7,7,3,1.08,7845.120000000001,0.035273674860298886,0.9647263251397011,True,276.72621212002804,Very Low
38,0,0,152,2,10,3,5,1,983,3,0,85,3,2,7,4,2,5666,19899,1,0,1,13,3,2,80,0,6,1,3,5,3,1,3,3,1.08,6119.280000000001,0.370349282795153,0.629650717204847,True,2266.2709592227243,Low
35,0,2,882,2,3,4,1,1,984,4,1,92,3,3,7,4,0,7823,6812,6,0,0,13,3,2,80,1,12,2,3,10,9,0,8,3,1.08,8448.84,0.008665819563842134,0.9913341804361578,True,73.21612296377198,Very Low
39,0,2,903,2,2,5,1,1,985,1,1,41,4,3,7,3,2,7880,2560,0,0,0,18,3,4,80,0,9,3,3,8,7,0,7,3,1.08,8510.400000000001,0.0225171209716196,0.9774828790283804,True,191.62970631687148,Very Low
40,1,0,1479,2,24,3,1,1,986,2,0,100,4,4,7,2,2,13194,17071,4,0,1,16,3,4,80,0,22,2,2,1,0,0,0,3,1.08,14249.52,0.7435520862285826,0.2564479137714174,False,10595.260323755912,High
47,0,1,1379,1,16,4,3,1,987,3,1,64,4,2,4,3,0,5067,6759,1,0,1,19,3,3,80,0,20,3,4,19,10,2,7,3,1.08,5472.360000000001,0.03457892111424803,0.965421078885752,True,189.2283047487664,Very Low
36,0,0,1229,2,8,4,5,1,990,1,1,84,3,2,7,4,0,5079,25952,4,0,0,13,3,4,80,2,12,3,3,7,7,0,7,3,1.08,5485.320000000001,0.07434161890482645,0.9256583810951735,True,407.78756901102264,Very Low
31,1,0,335,1,9,2,3,1,991,3,1,46,2,1,6,1,2,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2,4,1.1,2553.1000000000004,0.9641910382959566,0.03580896170404335,False,2461.6761398734075,Very High
33,0,0,722,2,17,3,1,1,992,4,1,38,3,4,3,3,2,17444,20489,1,0,0,11,3,4,80,0,10,2,3,10,8,6,0,3,1.08,18839.52,0.08211296229774383,0.9178870377022562,True,1546.9687954675908,Very Low
29,1,2,906,1,10,3,1,1,994,4,0,92,2,1,6,1,2,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0,4,1.1,2644.4,0.9641758077093444,0.03582419229065559,False,2549.6665059065904,Very High
33,0,2,461,1,13,1,1,1,995,2,0,53,3,1,6,4,2,3452,17241,3,0,0,18,3,1,80,0,5,4,3,3,2,0,2,3,1.08,3728.1600000000003,0.07012859579766519,0.9298714042023348,True,261.4506257090235,Very Low
45,0,2,974,1,1,4,3,1,996,4,0,91,3,1,2,4,0,2270,11005,3,0,0,14,3,4,80,2,8,2,3,5,3,0,2,3,1.08,2451.6000000000004,0.009449534892985962,0.990550465107014,True,23.166479743644388,Very Low
50,0,2,1126,1,1,2,3,1,997,4,1,66,3,4,5,4,0,17399,6615,9,0,0,22,4,3,80,1,32,1,2,5,4,1,3,4,1.1,19138.9,0.05795857285853809,0.9420414271414619,True,1109.2633300822747,Very Low
33,0,1,827,1,1,4,4,1,998,3,0,84,4,2,0,2,1,5488,20161,1,0,1,13,3,1,80,1,6,2,3,6,5,1,2,3,1.08,5927.04,0.09625757673038743,0.9037424232696125,True,570.5225075840755,Very Low
41,0,1,840,1,9,3,3,1,999,1,1,64,3,5,5,3,0,19419,3735,2,0,0,17,3,2,80,1,21,2,4,18,16,0,11,3,1.08,20972.52,0.06414573751206114,0.9358542624879389,True,1345.2977628864526,Very Low
27,0,2,1134,1,16,4,5,1,1001,3,0,37,3,1,2,2,1,2811,12086,9,0,0,14,3,2,80,1,4,2,3,2,2,2,2,3,1.08,3035.88,0.11052498399249973,0.8894750160075002,True,335.5405884031501,Very Low
45,0,0,248,1,23,2,1,1,1002,4,1,42,3,2,2,1,1,3633,14039,1,0,1,15,3,3,80,1,9,2,3,9,8,0,8,3,1.08,3923.6400000000003,0.09915812034398125,0.9008418796560187,True,389.0607673064586,Very Low
47,0,2,955,2,4,2,1,1,1003,4,0,83,3,2,7,4,2,4163,8571,1,0,1,17,3,3,80,0,9,0,3,9,0,0,7,3,1.08,4496.04,0.1106393341522822,0.8893606658477178,True,497.43887192202686,Very Low
30,1,2,138,1,22,3,1,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1,3,1.08,2302.56,0.8821257166009171,0.1178742833990829,False,2031.1473900166077,Very High
50,0,2,939,1,24,3,1,1,1005,4,1,95,3,4,4,3,1,13973,4161,3,0,1,18,3,4,80,1,22,2,3,12,11,1,5,3,1.08,15090.84,0.05987773094158888,0.9401222690584111,True,903.6052572025671,Very Low
38,0,1,1391,1,10,1,3,1,1006,3,1,66,3,1,6,3,1,2684,12127,0,0,0,17,3,2,80,1,3,0,2,2,1,0,2,3,1.08,2898.7200000000003,0.026793516873467624,0.9732064831265324,True,77.66690323145808,Very Low
46,0,2,566,1,7,2,3,1,1007,4,1,75,3,3,4,3,0,10845,24208,6,0,0,13,3,2,80,1,13,3,3,8,7,0,7,3,1.08,11712.6,0.008429156052894635,0.9915708439471054,True,98.7273331851337,Very Low
24,0,2,1206,1,17,1,3,1,1009,4,0,41,2,2,4,3,0,4377,24117,1,0,0,15,3,2,80,2,5,6,3,4,2,3,2,3,1.08,4727.160000000001,0.02730063584047587,0.9726993641595242,True,129.05447371966395,Very Low
35,1,2,622,1,14,4,4,1,1010,3,1,39,2,1,2,2,0,3743,10074,1,0,1,24,4,4,80,1,5,2,1,4,2,0,2,4,1.1,4117.3,0.792233469973342,0.20776653002665801,False,3261.862865921241,High
31,0,1,853,1,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,11275,1,0,0,12,3,3,80,1,4,1,3,4,3,0,3,3,1.08,4479.84,0.01711329727172546,0.9828867027282745,True,76.66483364976659,Very Low
18,0,0,287,1,5,2,1,1,1012,2,1,73,3,1,6,4,2,1051,13493,1,0,0,15,3,4,80,0,0,2,3,0,0,0,0,3,1.08,1135.0800000000002,0.1446680939270234,0.8553319060729766,True,164.20986005468575,Very Low
54,0,2,1441,1,17,3,5,1,1013,3,0,56,3,3,4,3,1,10739,13943,8,0,0,11,3,3,80,1,22,2,3,10,7,0,8,3,1.08,11598.12,0.02535503560774123,0.9746449643922588,True,294.07074558285575,Very Low
35,0,2,583,1,25,4,3,1,1014,3,0,57,3,3,0,3,0,10388,6975,1,0,1,11,3,3,80,1,16,3,2,16,10,10,1,3,1.08,11219.04,0.11060510381231296,0.8893948961876871,True,1240.8830838744918,Very Low
30,0,2,153,1,8,2,1,1,1015,2,0,73,4,3,5,1,1,11416,17802,0,0,1,12,3,3,80,3,9,4,2,8,7,1,7,3,1.08,12329.28,0.05629009696092779,0.9437099030390722,True,694.0163666584278,Very Low
20,1,2,1097,1,11,3,3,1,1016,4,0,98,2,1,6,1,2,2600,18275,1,0,1,15,3,1,80,0,1,2,3,1,0,0,0,3,1.08,2808.0,0.9641852229415177,0.03581477705848235,False,2707.4321060197817,Very High
30,1,1,109,1,5,3,3,1,1017,2,0,60,3,1,2,2,2,2422,25725,0,0,0,17,3,1,80,0,4,3,3,3,2,1,2,3,1.08,2615.76,0.41832846921723715,0.5816715307827629,False,1094.2468766396803,Medium
26,0,2,1066,1,2,2,3,1,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,0,12,3,2,80,0,8,2,3,8,7,1,3,3,1.08,5909.76,0.005244281821984483,0.9947557181780156,True,30.99244694029102,Very Low
22,0,2,217,1,8,1,1,1,1019,2,1,94,1,1,2,1,1,2451,6881,1,0,0,15,3,1,80,1,4,3,2,4,3,1,1,3,1.08,2647.0800000000004,0.1877149360377267,0.8122850639622733,True,496.8964528867457,Very Low
48,0,2,277,1,6,3,1,1,1022,1,1,97,2,2,0,3,2,4240,13119,2,0,0,13,3,4,80,0,19,0,3,2,2,2,2,3,1.08,4579.200000000001,0.11055977532928365,0.8894402246707164,True,506.2753231878558,Very Low
48,0,2,1355,1,4,4,1,1,1024,3,1,78,2,3,0,3,2,10999,22245,7,0,0,14,3,2,80,0,27,3,3,15,11,4,8,3,1.08,11878.92,0.04279328490981005,0.95720671509019,True,508.33800798084076,Very Low
41,0,2,549,1,7,2,3,1,1025,4,0,42,3,2,4,3,2,5003,23371,6,0,0,14,3,2,80,0,8,6,3,2,2,2,1,3,1.08,5403.240000000001,0.017556999575159302,0.9824430004248407,True,94.86468238448376,Very Low
39,0,2,466,1,1,1,1,1,1026,4,0,65,2,4,4,4,1,12742,7060,1,0,0,16,3,3,80,1,21,3,3,21,6,11,8,3,1.08,13761.36,0.037204813176408336,0.9627951868235917,True,511.98882785329863,Very Low
27,0,2,1055,1,2,4,1,1,1027,1,0,47,3,2,4,4,1,4227,4658,0,0,0,18,3,2,80,1,4,2,3,3,2,2,2,3,1.08,4565.16,0.015358758631177308,0.9846412413688227,True,70.1151905527054,Very Low
35,0,2,802,1,10,3,4,1,1028,2,1,45,3,1,2,4,0,3917,9541,1,0,0,20,4,1,80,1,3,4,2,3,2,1,2,4,1.1,4308.700000000001,0.033770471238548296,0.9662295287614517,True,145.50682942553306,Very Low
42,0,2,265,2,5,2,2,1,1029,4,1,90,3,5,3,3,1,18303,7770,6,0,0,13,3,2,80,0,21,3,4,1,0,0,0,3,1.08,19767.24,0.055876650513451594,0.9441233494865484,True,1104.527161095521,Very Low
50,0,2,804,1,9,3,1,1,1030,1,1,64,3,1,2,4,1,2380,20165,4,0,0,18,3,2,80,0,8,5,3,1,0,0,0,3,1.08,2570.4,0.054886838995640085,0.9451131610043599,True,141.08113095439327,Very Low
59,0,2,715,1,2,3,1,1,1032,3,0,69,2,4,4,4,2,13726,21829,3,0,1,13,3,1,80,0,30,4,3,5,3,4,3,3,1.08,14824.080000000002,0.04308806545525848,0.9569119345447415,True,638.7409293539882,Very Low
37,1,2,1141,1,11,2,3,1,1033,1,0,61,1,2,0,2,1,4777,14382,5,0,0,15,3,1,80,0,15,2,1,1,0,0,0,3,1.08,5159.160000000001,0.41920386113537456,0.5807961388646254,False,2162.7397922151795,Medium
55,0,1,135,1,18,4,3,1,1034,3,1,62,3,2,0,2,1,6385,12992,3,0,1,14,3,4,80,2,17,3,3,8,7,6,7,3,1.08,6895.8,0.11056577722175873,0.8894342227782412,True,762.4394865658038,Very Low
41,0,0,247,1,7,1,1,1,1035,2,0,55,1,5,5,3,0,19973,20284,1,0,0,22,4,2,80,2,21,3,3,21,16,5,10,4,1.1,21970.300000000003,0.11043286145170922,0.8895671385482908,True,2426.2430959524872,Very Low
38,0,2,1035,2,3,4,1,1,1036,2,1,42,3,2,7,4,2,6861,4981,8,0,1,12,3,3,80,0,19,1,3,1,0,0,0,3,1.08,7409.88,0.15499477449084642,0.8450052255091536,True,1148.492679604233,Very Low
26,1,0,265,2,29,2,3,1,1037,2,1,79,1,2,7,1,2,4969,21813,8,0,0,18,3,4,80,0,7,6,3,2,2,2,2,3,1.08,5366.52,0.9216887770626961,0.07831122293730386,False,4946.2612558825,Very High
52,1,2,266,2,2,1,2,1,1038,1,0,57,1,5,3,4,1,19845,25846,1,0,0,15,3,4,80,1,33,3,3,32,14,6,9,3,1.08,21432.600000000002,0.6511645154160405,0.3488354845839595,False,13956.14859310583,High
44,0,2,1448,2,28,3,3,1,1039,4,0,53,4,4,7,4,1,13320,11737,3,0,1,18,3,3,80,1,23,2,3,12,11,11,11,3,1.08,14385.6,0.11049513528212802,0.8895048647178719,True,1589.5388181145809,Very Low
50,0,0,145,2,1,3,1,1,1040,4,0,95,3,2,7,3,1,6347,24920,0,0,0,12,3,1,80,1,19,3,3,18,7,0,13,3,1.08,6854.76,0.07775551835618903,0.922244481643811,True,532.9954170072704,Very Low
36,1,2,885,1,16,4,1,1,1042,3,0,43,4,1,2,1,2,2743,8269,1,0,0,16,3,3,80,0,18,1,3,17,13,15,14,3,1.08,2962.44,0.19040035247688905,0.809599647523111,True,564.0496201916352,Very Low
39,0,1,945,1,22,3,3,1,1043,4,0,82,3,3,4,1,2,10880,5083,1,0,1,13,3,3,80,0,21,2,3,21,6,2,8,3,1.08,11750.400000000001,0.10559538449387343,0.8944046155061266,True,1240.7880059568106,Very Low
33,0,0,1038,2,8,1,1,1,1044,2,0,88,2,1,8,4,2,2342,21437,0,0,0,19,3,4,80,0,3,2,2,2,2,2,2,3,1.08,2529.36,0.11059348066843382,0.8894065193315662,True,279.7307262635098,Very Low
45,0,2,1234,2,11,2,1,1,1045,4,0,90,3,4,3,4,1,17650,5404,3,0,0,13,3,2,80,1,26,4,4,9,3,1,1,3,1.08,19062.0,0.02631696515698315,0.9736830348430169,True,501.6539898224128,Very Low
32,0,0,1109,1,29,4,3,1,1046,4,0,69,3,1,2,3,2,4025,11135,9,0,0,12,3,2,80,0,10,2,3,8,7,7,7,3,1.08,4347.0,0.11051601249506605,0.889483987504934,True,480.41310631605216,Very Low
34,0,2,216,2,1,4,2,1,1047,2,1,75,4,2,7,4,0,9725,12278,0,0,0,11,3,4,80,1,16,2,2,15,1,0,9,3,1.08,10503.0,0.03219142074467636,0.9678085792553236,True,338.10649208133583,Very Low
59,0,2,1089,2,1,2,5,1,1048,2,1,66,3,3,3,4,1,11904,11038,3,0,1,14,3,3,80,1,14,1,1,6,4,0,4,3,1.08,12856.320000000002,0.11043100279007868,0.8895689972099213,True,1419.7363097901446,Very Low
45,0,2,788,0,24,4,3,1,1049,2,1,36,3,1,1,2,2,2177,8318,1,0,0,16,3,1,80,0,6,3,3,6,3,0,4,3,1.08,2351.1600000000003,0.11059152587284278,0.8894084741271572,True,260.01837197119306,Very Low
53,0,1,124,2,2,3,2,1,1050,3,0,38,2,3,7,2,1,7525,23537,2,0,0,12,3,1,80,1,30,2,3,15,7,6,12,3,1.08,8127.000000000001,0.061087338346748205,0.9389126616532518,True,496.4567987440227,Very Low
36,1,2,660,1,15,3,4,1,1052,1,1,81,3,2,2,3,0,4834,7858,7,0,0,14,3,2,80,1,9,3,2,1,0,0,0,3,1.08,5220.72,0.13489011467212308,0.8651098853278769,True,704.2235194710464,Very Low
26,1,1,342,1,2,3,1,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,0,1,14,3,2,80,1,6,2,3,3,2,1,2,3,1.08,2205.36,0.9487416796156257,0.05125832038437428,False,2092.3169505571163,Very High
34,0,2,1333,2,10,4,1,1,1055,3,0,87,3,1,8,3,1,2220,18410,1,0,1,19,3,4,80,1,1,2,3,1,1,0,0,3,1.08,2397.6000000000004,0.2574110976289562,0.7425889023710438,True,617.1688476751855,Low
28,0,2,1144,2,10,1,3,1,1056,4,1,74,3,1,8,2,1,1052,23384,1,0,0,22,4,2,80,0,1,5,3,1,0,0,0,4,1.1,1157.2,0.15905224661513886,0.8409477533848612,True,184.0552597830387,Very Low
38,0,1,1186,1,3,4,4,1,1060,3,1,44,3,1,6,3,1,2821,2997,3,0,0,16,3,1,80,1,8,2,3,2,2,2,2,3,1.08,3046.6800000000003,0.030470299879734628,0.9695297001202654,True,92.8332532375899,Very Low
50,0,2,1464,1,2,4,3,1,1061,2,1,62,3,5,5,3,1,19237,12853,2,0,1,11,3,4,80,1,29,2,2,8,1,7,7,3,1.08,20775.960000000003,0.1074882748284437,0.8925117251715563,True,2233.1720983047535,Very Low
37,0,2,124,1,3,3,4,1,1062,4,0,35,3,2,0,2,2,4107,13848,3,0,0,15,3,1,80,0,8,3,2,4,3,0,1,3,1.08,4435.56,0.029787197470854516,0.9702128025291454,True,132.12290161382347,Very Low
40,0,2,300,2,26,3,2,1,1066,3,1,74,3,2,7,1,1,8396,22217,1,0,0,14,3,2,80,1,8,3,2,7,7,7,5,3,1.08,9067.68,0.11049149035708898,0.8895085096429111,True,1001.9014772811687,Very Low
26,0,1,921,1,1,1,3,1,1068,1,0,66,2,1,6,3,0,2007,25265,1,0,0,13,3,3,80,2,5,5,3,5,3,1,3,3,1.08,2167.56,0.04687766153467739,0.9531223384653226,True,101.61014403610531,Very Low
46,0,2,430,1,1,4,3,1,1069,4,1,40,3,5,5,4,0,19627,21445,9,0,0,17,3,4,80,2,23,0,3,2,2,2,2,3,1.08,21197.16,0.11743178846259068,0.8825682115374093,True,2489.2204091276885,Very Low
54,0,2,1082,2,2,4,1,1,1070,3,0,41,2,3,7,3,1,10686,8392,6,0,0,11,3,2,80,1,13,4,3,9,4,7,0,3,1.08,11540.880000000001,0.08535784610647656,0.9146421538935234,True,985.1046589733133,Very Low
56,0,1,1240,1,9,3,3,1,1071,1,0,63,3,1,6,3,1,2942,12154,2,0,0,19,3,2,80,1,18,4,3,5,4,0,3,3,1.08,3177.36,0.009473594121709589,0.9905264058782904,True,30.10101901855518,Very Low
36,0,2,796,1,12,5,3,1,1073,4,0,51,2,3,4,4,2,8858,15669,0,0,0,11,3,2,80,0,15,2,2,14,8,7,8,3,1.08,9566.640000000001,0.05972226627366575,0.9402777337263343,True,571.3414214243018,Very Low
55,0,0,444,1,2,1,3,1,1074,3,1,40,2,4,3,1,2,16756,17323,7,0,0,15,3,2,80,0,31,3,4,9,7,6,2,3,1.08,18096.48,0.09821468545688006,0.9017853145431199,True,1777.3400910767207,Very Low
43,0,2,415,2,25,3,3,1,1076,3,1,79,2,3,7,4,0,10798,5268,5,0,0,13,3,3,80,1,18,5,3,1,0,0,0,3,1.08,11661.84,0.06186664007595241,0.9381333599240476,True,721.4788579033449,Very Low
20,1,1,769,2,9,3,2,1,1077,4,0,54,3,1,8,4,2,2323,17205,1,0,1,14,3,2,80,0,2,3,3,2,2,0,2,3,1.08,2508.84,0.8805971036829306,0.11940289631706935,False,2209.277237603884,Very High
21,1,2,1334,1,10,3,1,1,1079,3,0,36,2,1,2,1,2,1416,17258,1,0,0,13,3,1,80,0,1,6,2,1,0,1,0,3,1.08,1529.2800000000002,0.5950075519730892,0.4049924480269108,False,909.933149081406,Medium
46,0,2,1003,1,8,4,1,1,1080,4,0,74,2,2,6,1,0,4615,21029,8,0,1,23,4,1,80,3,19,2,3,16,13,1,7,4,1.1,5076.5,0.11055011563994581,0.8894498843600542,True,561.2076620461849,Very Low
51,1,2,1323,1,4,4,1,1,1081,1,1,34,3,1,6,3,1,2461,10332,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7,3,1.08,2657.88,0.6923523866433634,0.3076476133566366,False,1840.189561411663,High
28,1,0,1366,1,24,2,5,1,1082,2,1,72,2,3,0,1,2,8722,12355,1,0,0,12,3,1,80,0,10,2,2,10,7,1,9,3,1.08,9419.76,0.39246086003454467,0.6075391399654553,True,3696.8871109190027,Low
26,0,2,192,1,1,2,3,1,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,0,16,3,1,80,2,6,2,3,5,3,1,3,3,1.08,4271.400000000001,0.11055574134041024,0.8894442586595898,True,472.22779356142837,Very Low
30,0,2,1176,1,20,3,4,1,1084,3,1,85,3,2,4,1,1,9957,9096,0,0,0,15,3,3,80,1,7,1,2,6,2,0,2,3,1.08,10753.560000000001,0.030577307000725473,0.9694226929992745,True,328.81490547072144,Very Low
41,0,2,509,1,7,2,5,1,1085,2,0,43,4,1,6,3,1,3376,18863,1,0,0,13,3,3,80,0,10,3,3,10,6,0,8,3,1.08,3646.0800000000004,0.011496515843762475,0.9885034841562376,True,41.91721648762549,Very Low
38,0,2,330,1,17,1,1,1,1088,3,0,65,2,3,0,3,1,8823,24608,0,0,0,18,3,1,80,1,20,4,2,19,9,1,9,3,1.08,9528.84,0.022205003885110996,0.977794996114889,True,211.58792922060107,Very Low
40,0,2,1492,1,20,4,5,1,1092,1,1,61,3,3,0,4,1,10322,26542,4,0,0,20,4,4,80,1,14,6,3,11,10,11,1,4,1.1,11354.2,0.09658945873410602,0.9034105412658939,True,1096.6960323587866,Very Low
27,0,0,1277,1,8,5,1,1,1094,1,1,87,1,1,2,3,1,4621,5869,1,0,0,19,3,4,80,3,3,4,3,3,2,1,2,3,1.08,4990.68,0.11055919418353624,0.8894408058164638,True,551.7655592278907,Very Low
55,0,1,1091,1,2,1,1,1,1096,4,1,65,3,3,4,2,1,10976,15813,3,0,0,18,3,2,80,1,23,4,3,3,2,1,2,3,1.08,11854.08,0.011456963828097607,0.9885430361719024,True,135.81176577537528,Very Low
28,0,2,857,1,10,3,4,1,1097,3,0,59,3,2,6,3,2,3660,7909,3,0,0,13,3,4,80,0,10,4,4,8,7,1,7,3,1.08,3952.8,0.009203410341301534,0.9907965896586984,True,36.37924039709671,Very Low
44,1,2,1376,0,1,2,3,1,1098,2,1,91,2,3,1,1,1,10482,2326,9,0,0,14,3,4,80,1,24,1,3,20,6,3,6,3,1.08,11320.560000000001,0.42224289951750965,0.5777571004824904,False,4780.026078561939,Medium
33,0,2,654,1,5,3,1,1,1099,4,1,34,2,3,0,4,0,7119,21214,4,0,0,15,3,3,80,1,9,2,3,3,2,1,2,3,1.08,7688.52,0.017708272110115917,0.9822917278898841,True,136.15040428406843,Very Low
35,1,2,1204,2,4,3,5,1,1100,4,1,86,3,3,7,1,2,9582,10333,0,0,1,22,4,1,80,0,9,2,3,8,7,4,7,4,1.1,10540.2,0.6822703147008133,0.31772968529918666,False,7191.265571009513,High
33,1,1,827,1,29,4,3,1,1101,1,0,54,2,2,6,3,2,4508,3129,1,0,0,22,4,2,80,0,14,4,3,13,7,3,8,4,1.1,4958.8,0.1260876966288859,0.8739123033711141,True,625.2436700433194,Very Low
28,0,2,895,1,15,2,1,1,1102,1,1,50,3,1,2,3,0,2207,22482,1,0,0,16,3,4,80,1,4,5,2,4,2,2,2,3,1.08,2383.56,0.05665560875475443,0.9433443912452456,True,135.04204280348247,Very Low
34,0,1,618,1,3,1,1,1,1103,1,1,45,3,2,0,4,2,7756,22266,0,0,0,17,3,3,80,0,7,1,2,6,2,0,4,3,1.08,8376.480000000001,0.025658667627680536,0.9743413323723195,True,214.92931620991348,Very Low
37,0,2,309,2,10,4,1,1,1105,4,0,88,2,2,7,4,0,6694,24223,2,0,1,14,3,3,80,3,8,5,3,1,0,0,0,3,1.08,7229.52,0.11041036133415329,0.8895896386658467,True,798.2139154724879,Very Low
25,1,2,1219,1,4,1,5,1,1106,4,1,32,3,1,2,4,1,3691,4605,1,0,1,15,3,2,80,1,7,3,4,7,7,5,6,3,1.08,3986.28,0.14113204024015882,0.8588679597598412,True,562.5918293685403,Very Low
26,1,2,1330,1,21,3,3,1,1107,1,1,37,3,1,2,3,0,2377,19373,1,0,0,20,4,3,80,1,1,0,2,1,1,0,0,4,1.1,2614.7000000000003,0.5380516240488935,0.4619483759511065,False,1406.843581400642,Medium
33,1,2,1017,1,25,3,3,1,1108,1,1,55,2,1,6,2,2,2313,2993,4,0,1,20,4,2,80,0,5,0,3,2,2,2,2,4,1.1,2544.3,0.9668136782567587,0.03318632174324132,False,2459.864041588671,Very High
42,0,2,469,1,2,2,3,1,1109,4,1,35,3,4,3,1,1,17665,14399,0,0,0,17,3,4,80,1,23,3,3,22,6,13,7,3,1.08,19078.2,0.0525072034762265,0.9474927965237735,True,1001.7429293601444,Very Low
28,1,1,1009,1,1,3,3,1,1111,1,1,45,2,1,2,2,0,2596,7160,1,0,0,15,3,1,80,2,1,2,3,1,0,0,0,3,1.08,2803.6800000000003,0.33229622382137747,0.6677037761786225,True,931.6522768035197,Low
50,1,1,959,2,1,4,4,1,1113,4,1,81,3,2,7,3,2,4728,17251,3,0,1,14,3,4,80,0,5,4,3,0,0,0,0,3,1.08,5106.240000000001,0.5227381624009866,0.4772618375990134,False,2669.226514378414,Medium
33,0,1,970,2,7,3,1,1,1114,4,0,30,3,2,7,2,1,4302,13401,0,0,0,17,3,3,80,1,4,3,3,3,2,0,2,3,1.08,4646.16,0.023150038789226068,0.9768499612107739,True,107.55878422095059,Very Low
34,0,0,697,1,3,4,1,1,1115,3,1,40,2,1,6,4,1,2979,22478,3,0,0,17,3,4,80,3,6,2,3,0,0,0,0,3,1.08,3217.32,0.06689353965264618,0.9331064603473538,True,215.2179229952516,Very Low
48,0,0,1262,1,1,4,3,1,1116,1,1,35,4,4,3,4,2,16885,16154,2,0,0,22,4,3,80,0,27,3,2,5,4,2,1,4,1.1,18573.5,0.033138960995711245,0.9668610390042888,True,615.5064920538427,Very Low
45,0,0,1050,2,9,4,1,1,1117,2,0,65,2,2,7,3,1,5593,17970,1,0,0,13,3,4,80,1,15,2,3,15,10,4,12,3,1.08,6040.4400000000005,0.030065730878800025,0.9699342691212,True,181.61024342953883,Very Low
52,0,2,994,1,7,4,1,1,1118,2,1,87,3,3,0,2,2,10445,15322,7,0,0,19,3,4,80,0,18,4,3,8,6,4,0,3,1.08,11280.6,0.04439324418029173,0.9556067558197082,True,500.78243030019894,Very Low
38,0,2,770,2,10,4,2,1,1119,3,1,73,2,3,7,3,0,8740,5569,0,0,1,14,3,2,80,2,9,2,3,8,7,2,7,3,1.08,9439.2,0.0399214489272162,0.9600785510727838,True,376.82654071377914,Very Low
29,0,2,1107,1,28,4,1,1,1120,3,0,93,3,1,6,4,0,2514,26968,4,0,0,22,4,1,80,1,11,1,3,7,5,1,7,4,1.1,2765.4,0.07887227470180694,0.9211277252981931,True,218.1133884603769,Very Low
28,0,2,950,1,3,3,3,1,1121,4,0,93,3,3,4,2,0,7655,8039,0,0,0,17,3,2,80,3,10,3,2,9,7,1,7,3,1.08,8267.4,0.006966055482493315,0.9930339445175067,True,57.59116709596523,Very Low
46,0,2,406,2,3,1,2,1,1124,1,1,52,3,4,3,3,1,17465,15596,3,0,0,12,3,4,80,1,23,3,3,12,9,4,9,3,1.08,18862.2,0.07229111744497879,0.9277088825550213,True,1363.569515470679,Very Low
38,0,2,130,2,2,2,2,1,1125,4,1,32,3,3,7,2,2,7351,20619,7,0,0,16,3,3,80,0,10,2,3,1,0,0,0,3,1.08,7939.080000000001,0.09924138401857942,0.9007586159814206,True,787.8852870342236,Very Low
43,0,1,1082,1,27,3,1,1,1126,3,0,83,3,3,4,1,1,10820,11535,8,0,0,11,3,3,80,1,18,1,3,8,7,0,1,3,1.08,11685.6,0.06416434073256387,0.9358356592674362,True,749.7988200644484,Very Low
